Id,Price
5113,190052.11451277227
16492,193779.0057916394
12034,268713.0609290462
7248,217765.83540915392
2171,232563.28386722028
10594,173388.06892627248
13241,211769.36644071524
7032,139917.32670258373
4884,172523.75777733687
903,240140.06347457957
162,171034.64508127727
6566,301308.29632960074
8249,169695.82184627277
13106,193746.2754987634
256,122228.80310423074
7976,183130.8122402772
8575,196886.72006288212
7591,289508.5136743287
3204,209087.32933644686
15804,174538.24608680292
1525,322072.05767313566
9038,188873.7145627577
13628,189544.8100740473
10016,196430.9144000723
10208,212568.15693619053
2008,200379.9990270478
13029,210337.3619374627
5099,129077.15614218259
9923,317367.77292143216
9461,132420.125408137
11086,196726.62837242373
15057,300029.0448218273
10689,193352.08885076575
2053,217208.56290737688
16630,165812.44758000187
4985,177623.38293642152
13881,291661.2055092801
13225,194458.04783646474
5779,93345.04476512138
10262,166280.1375549637
10762,213641.49379410164
9513,181334.64570587655
11128,182213.09324770063
2074,307760.4217308568
933,193468.9267114607
2780,163972.6633542739
6594,141185.81757003785
15394,244779.97800117644
14863,154559.414050765
6698,209983.67758076038
1611,299421.0832910542
174,186869.70312933743
5160,250203.40338696755
3295,346268.29858816764
4559,402790.9080969819
8254,168508.00561316177
10228,93947.88113931978
13924,128241.69026255237
15341,246576.27042573865
4353,159431.68442865543
4334,86283.88598535807
1872,180832.70803820444
7823,216326.4049913197
310,142760.15252430213
3704,296963.06066740217
11615,315369.5343700325
6605,221824.1965576183
3381,185919.24039224078
2143,130255.03308753239
3191,272714.2194981016
13980,130150.29954878597
15613,155214.70774735304
10943,318175.47125144006
9654,133837.7768755708
16053,337176.13627829583
14931,242997.45904779306
8299,244835.08022334336
2147,162154.3087907849
11567,344022.24597278406
5905,137316.03017645472
11160,145697.0007187554
8275,132206.40724029203
16398,287768.9099826756
11229,178963.11932530472
10309,139832.63239419236
7340,239988.66504466822
7653,158298.25570202005
272,198800.71621756637
9831,241175.99730952884
5016,154084.88641297867
5968,84974.23687419527
796,227609.5757590032
12123,128511.76360057836
16629,188940.35405337074
2637,189840.21273274458
6194,225514.97045409988
6216,383177.31376551493
14346,178739.99811147002
6428,122722.25729048137
2891,237945.2433144843
84,177273.86279263085
9260,231592.31607012582
15250,119711.42896438841
2348,202392.71928383078
10427,320951.41243981087
13230,295182.4962545909
1691,234183.4983332201
8803,123535.56439148197
5464,231426.5663709247
10559,104377.51041746755
16787,312108.728489015
4278,151906.35508013278
6183,174544.14353188255
12775,152992.04465922623
10104,176605.12882155672
13663,187868.51626385638
9404,265611.2605947052
14724,209656.79217275727
10040,193770.71624675987
4646,192173.72169526416
4754,152917.91485497728
3310,226048.5885344554
2003,191098.7968536445
7312,229052.9618275869
10921,230594.5290807387
13419,293038.30473900994
10105,167522.2891968071
2196,456241.39276057656
12659,222873.71518725727
4380,230260.95200915742
10847,164615.30176972138
10805,272822.97124153835
8709,115181.0463824523
8319,194675.89453388655
2215,187282.32642076645
7000,186630.73419668747
7701,131459.67868398054
9678,178427.58844024816
14026,190191.28581597892
7971,158114.5205290479
13734,136639.5347812103
16483,199219.89083399647
6150,213892.527303118
2931,269467.5054545721
5418,189642.0421977816
1662,423872.25937154493
2441,233563.7762324161
669,136936.0556032989
7734,184595.37182919023
6010,332665.783125344
266,124513.17218005663
632,124276.05494226275
16221,142609.58749321286
11832,166764.00467639434
5035,119131.67447603586
37,102807.40256889044
6168,179030.11238115263
11757,186223.66512027197
8086,142462.27972758078
6529,235420.66513870296
15121,195710.37838896134
13904,128072.85043889328
3711,163501.169073701
16563,144140.38229850435
14494,196544.83500433865
3006,235696.10842263835
15299,119842.67654235306
92,303556.3496310417
8066,173777.7693244912
16071,194788.9077391092
10662,139526.31060172498
3883,228219.5444656535
5511,140151.05274993126
2821,289493.5294606153
9570,195386.1250115984
4326,261783.15447698376
9251,213385.267564735
9031,211002.60606527887
12689,168555.42347349404
16380,234197.56501587274
1053,246099.4061235302
4568,172781.1847246578
16140,100978.11215901391
14356,371201.56820277474
8466,190515.34663764504
15652,143191.81654450198
3285,115174.87390105605
3198,166273.75250709252
14088,384839.42706817354
2268,147021.0225924541
15472,193387.7788432583
1203,251648.83551072588
7157,378002.74643147987
6886,213195.14531073195
5083,252397.14391565998
7467,109915.04844345998
14068,208779.4317015775
2080,175010.9672138277
10865,139576.26010649625
13516,180309.8192738344
14150,209594.0103572818
7609,141642.39758709373
2144,348622.553410887
10357,191180.67178436683
2396,271604.51805148897
1526,340094.44854218257
10890,258236.8146048421
8638,403363.4373229664
6050,264957.6966226832
7639,100282.3328638442
10544,203081.60063688824
9577,252334.34336814863
13195,225410.7880594567
3484,223829.4001687675
16668,400863.6229126683
7171,199899.32241403905
8547,210050.82610553832
12735,223556.45737983918
9093,192353.18636064866
15323,277492.2045269875
14897,135710.80909433926
5135,145723.95515582527
5327,232961.65793554345
13133,246872.89235396736
1676,307024.0626978031
16296,271949.5033014403
1095,139166.3805586737
12528,162569.11679982615
7348,251457.65230697198
11663,175488.12388254562
1803,198400.10536576045
1510,251293.41309582174
16045,174675.09580089737
2900,144232.14256376636
3236,178670.8873106671
1318,231359.67112226624
14948,238803.98254179367
7840,291903.81835681206
15325,166247.9503787938
8700,184162.51682326838
15706,200080.03537095874
14449,157082.65464569267
16117,191342.4472961881
4529,187563.60851636794
11199,196974.79658291247
4052,296525.6683270235
821,207727.47091278326
68,271063.6189271697
554,113405.4463821801
452,173442.5969639596
11394,309507.82049534185
11393,169658.05480899624
9535,142027.78019005124
4024,193000.81623407872
10069,223773.81225522206
12007,159507.05690141892
12368,432565.99435813504
1259,354083.7615142102
1124,305866.4752327168
3707,182394.16871952632
8767,136433.2283332867
1919,173769.29079526887
16741,155939.1356029206
6664,261347.18201974087
5688,338203.95599426754
7799,158041.8940981822
14843,338571.61986099585
7532,172041.71023157393
8133,137790.85697304888
6264,334780.82857487915
4125,173860.40592923173
2410,172929.4856858263
13607,221186.92484312394
1716,278370.50981687993
1370,131595.82593854752
2273,443596.21729186486
15298,330874.78985873057
4284,256351.57008536241
12303,162117.58778623343
7808,121571.28711398992
2203,134146.7225238138
7237,120634.73095129829
15864,154603.04044663406
2844,138084.19144198237
5729,162837.20656759202
11812,421368.2409987783
1779,150426.42169521094
6442,144709.86793514356
6160,220159.80294508234
8266,218237.55626507264
9903,154356.52993539433
2867,130047.29462819459
6998,193546.5461363166
13932,183649.8862172149
12587,172899.9545720168
3611,268632.56917667337
2646,303159.5959692486
1890,177712.64842752274
860,281033.55302924855
14187,195501.2000551891
12569,286335.8918360585
1276,112637.98772722587
12025,198032.76272908333
4890,301059.96519527375
14410,298190.82901880064
10352,351565.4664168758
11407,236960.27472669326
10384,175782.60862971545
7622,288980.6341345265
12578,181428.2894533784
15820,164381.01264930106
563,186692.73868909388
15226,159111.61948374708
6396,223210.7542292606
6247,129676.76179042824
3339,153432.1217206802
10975,316555.8766307051
7475,135813.6906462461
11129,201011.91853237263
3051,242989.10018701167
10232,230490.9717136314
14106,193827.9127928859
5502,234264.40996153955
4558,93859.60554102685
4181,136815.05740866845
8426,125771.7254520061
6611,172655.44352796813
14641,154437.8357591043
15539,244726.0033698741
13119,130931.36780253681
11716,199809.33792613065
7316,260314.32691521014
7791,113625.16856838588
13034,347347.2423294509
1068,273951.9211855279
4060,187725.1193517827
10172,212690.72161197787
2591,196712.40155668303
12494,352850.01998724503
7828,304087.13378673594
15284,186304.22612408732
7947,172805.94905520152
16335,221023.13516842588
10234,363880.7237311776
2797,245617.97812886842
5341,243901.09088485208
3059,239063.12483331663
1559,87190.12573205812
15320,276410.14877773024
10284,316437.22065578727
4134,231051.99110605344
4481,186139.42628857068
7222,156816.68120658587
4062,234383.37655694774
2192,189491.7918131435
9637,176365.25198848164
16236,175818.0345514821
4272,165968.10286943545
9406,269463.60098625394
14309,236814.76825060765
1946,315071.7664402921
16235,239582.6381941217
7146,159317.56728692257
16784,228214.02318290545
349,333889.4856089517
6251,189091.5964327229
5128,343921.178464416
11718,163816.10604200923
16721,116622.82111060804
12517,230934.74905839397
15961,176067.7811815277
9428,151831.6146007068
14541,148723.47118205484
10168,158586.98322040928
11270,159912.28720897407
13210,230139.6508781398
11518,182838.4197379722
12612,150042.22558857713
16352,136710.79647275887
9935,139776.60974558644
15521,328120.3295879591
11482,197387.5396161889
11443,198597.28538588656
9459,236271.403792167
9218,162520.80059864718
854,175921.2089840386
5619,164056.75940322454
9208,191003.5121515683
4391,129285.00435381492
15207,164741.38046066527
7183,188713.72411731788
16442,223595.78034907236
7936,99239.67537300532
10606,369779.538646914
4979,155958.1357397885
4854,308551.18652229547
16476,120342.96975851404
10516,148544.50778602707
16261,296801.9385845549
90,421954.20525099256
5433,177988.22256598301
14338,129582.1929455216
13487,273773.48582399037
8211,460060.1959619192
170,170932.17010678383
14051,103468.4788783991
10686,173463.3839124126
7595,320384.6294575312
6777,315945.34250412625
14661,153315.43476439203
13991,335458.8206677837
16795,177165.2030848674
2740,123768.7770047301
7368,324641.11088769516
2413,245238.70247891266
1852,473160.88354095264
15200,416729.4678724571
8467,325721.8196301218
16379,274149.7565837638
3375,173784.21546083296
5945,439189.28023357945
2641,186894.2869513714
2837,353157.3391091144
3498,226394.85970111072
10876,142619.04857707635
1285,230306.1561269615
9285,251857.60303320945
4015,323598.1897422204
2526,185880.67043504174
7814,201287.3414670201
7117,288071.1171280658
12359,125209.57007563206
3303,267296.21382492536
13874,160538.5803562784
5484,192541.52529709216
15067,152266.4373406687
12639,220221.45305551856
3388,241105.9328555897
4256,191539.96356950424
15738,235905.4978055255
14049,189554.89465657462
15780,188132.15269594447
9564,172224.199086674
11910,228026.05884469752
11315,226966.08656600906
1733,172552.39889123186
3910,413081.0157872579
7552,468494.0395346399
254,216917.10064577885
5222,202326.7034147356
8314,236738.8684438776
16743,256045.53384220644
10335,97489.28099625265
8226,289674.671002096
12254,198488.9617934988
13152,209247.45805000185
15020,200968.3680065623
16349,247173.22539099713
11924,155415.34816936756
12543,186229.48817997426
14114,244401.25388807396
12318,256995.09402563598
15383,163397.5478956353
6679,187489.64629741313
635,158691.89405295617
15993,302607.44625410385
11375,198415.2279144429
11216,187074.62594703096
15401,231794.59533933172
11301,159773.36017950208
13804,272768.84711646783
10839,196892.5773683498
1588,350425.5983424163
3596,190653.73058370824
5816,169125.5076734466
8099,129964.06122008596
6551,180442.96815762436
14075,559029.2437396061
13431,200330.85122659412
9481,316768.64185803384
5295,153335.24913978047
15859,378047.0942614218
10634,338582.98569843033
444,265669.88165487355
11686,259378.11179762782
1213,217284.95061799194
13970,211544.512609007
6849,410902.01670773455
9911,256656.90177659513
5649,157999.71963402696
7184,233052.88069526714
5877,308143.557636043
1655,234851.15798499298
15301,205379.87129440822
12389,223410.76292851783
5241,269591.98659598414
7048,158181.8551554133
10574,160821.912039407
8593,130181.88488702728
4752,173460.85882701684
14663,182551.04173950892
10994,218865.69137322975
87,93340.09699636068
5132,123659.78436059783
6372,395911.38001929
7411,341076.521063445
3319,251421.36369256285
9355,144118.18769047313
5139,267700.92159799195
56,324690.32432666793
3249,180913.60573615375
5047,106489.1421067397
13238,343963.36598061566
2190,297966.55932666914
15599,179065.5154264191
6542,167110.0833774382
1968,145170.77384484484
5630,176090.96108215972
9157,289382.520248256
789,185329.75924351614
1413,268062.34695740975
12514,242443.01096789804
13459,128641.997969594
1345,237396.5609022609
4034,200307.49605086655
15169,157662.08262871022
6770,259343.05488057516
3334,173575.6199178401
12998,152624.96538204193
15870,228566.14980057854
1871,140636.55996607646
5770,167450.26547752283
13196,136089.7124008023
7633,207611.63035330272
10699,211296.78191701544
15470,187438.50213101387
1903,495831.4414347538
13860,211751.6968372758
7649,191276.21441510602
11043,243589.97246319562
2922,243899.54115219417
7538,359872.8187989964
9477,107461.00624167098
117,502110.97447162564
1457,260204.35533234404
7082,164523.4067467005
3053,258061.55034806457
12522,118210.4238498814
5744,451592.2750721042
13566,328370.5403479615
1464,121058.4349294077
3852,165014.39326532913
9557,218291.17140414476
14719,410969.89726029127
13978,141898.80189154798
3286,158887.2664004151
13019,379378.65062945976
1421,150258.73128634063
13502,179064.41425605016
14811,136082.1205037578
9297,329700.66262875753
7749,482190.6323780118
16555,131450.29918532484
14576,185438.55794325922
12766,170205.02426512996
4679,145326.56816329685
10033,184685.51580702575
11231,230565.65369556687
15112,156032.16414082446
10617,188709.92289436972
2175,170364.5975667622
16502,290303.40561882243
10106,186236.87997546024
12561,149565.8310633982
15907,319591.76434621116
8069,132406.90267192
8316,125352.3842163748
12343,236832.71794409727
12092,169121.29386418386
1527,167429.75349095115
10010,255922.10047474244
655,115355.34368240723
10549,153476.90158532184
3248,123826.40090522736
13499,328114.7627219714
14959,199030.09824627498
6070,151639.31286794043
11360,218189.760799603
12102,206096.80446839592
11870,285130.1796399323
3713,154942.50097288506
3230,155725.20849948065
7742,225809.7324891138
15092,340823.6894580831
8728,309859.36387380766
3386,138098.50469145435
9409,148024.044904614
16545,266526.1086028479
3127,169740.81227248584
11344,189347.66790885694
2112,218244.24881805605
7310,214534.28432642051
6313,199932.63395596063
3681,400360.38651833794
5114,385031.69486528425
270,150005.18560068076
14350,188509.23451929196
12223,340997.270360332
1066,190770.3157218282
16116,425094.4321153102
11410,524473.9687146995
4088,164629.48438906256
5956,176050.74094880265
14669,144816.0997567869
13871,150185.73790302002
4126,265211.6300639869
12114,230490.14528638835
16607,170540.25404407002
4266,228772.78918296495
13518,213790.60185382896
11856,327364.05252339976
3885,257483.47234311607
8891,175588.21345103564
4964,168149.67550899452
7696,192130.05780639828
6894,196097.33383096434
9766,182122.91217502477
4800,160939.88149494462
2840,199419.7058300986
4743,176439.02844763658
13562,488259.541622827
8301,186195.45394808194
5405,200607.56117197766
1535,175825.1272864173
9073,126944.99169318409
1698,358074.09733931767
12262,225499.0074806237
6794,165170.15166116855
12701,185788.65789193843
8432,196502.92353449826
13540,132269.1805200635
8629,151649.85410752436
1440,181114.95150847544
8596,217502.87086341766
9575,272451.48352457315
14976,106809.74134895389
3149,216808.9400941918
5157,179184.5509435737
10748,172769.60270719972
9719,451686.34171142144
6376,181620.81800301335
9733,163333.69354722928
4749,221111.3874613666
4994,428528.6929922149
538,195525.62692575218
5512,123928.61942658157
9778,159881.8167558524
9761,134671.21106874372
3174,416204.942754451
13429,191225.76921855495
10467,96655.89743776184
14129,177761.30654374638
13608,240310.62619769212
11106,139560.08633175705
12048,175971.05299795725
1054,362880.5414584751
3582,271968.75868882134
1566,156962.29154478307
11529,144665.43612725558
11859,153083.89810152986
10582,135309.04146375778
14907,531419.7422453025
14039,168789.60011404628
10489,158245.46662286675
3331,322746.7356489893
10153,225386.86830207717
5271,159307.30325266597
11871,353829.7088450689
776,120433.36781090786
3994,156047.6879991122
9433,97725.83810573965
14275,134959.11782985087
8030,277232.5531036281
8169,272634.62431532884
8053,184084.5276283173
4822,251060.5738174
13197,215495.60769301123
13634,327898.6342615715
8951,169456.83943503478
12176,233393.60332160362
15471,137543.5850554275
14962,141786.41965715296
12512,104961.09413053049
8697,413962.9941219534
7095,228053.82900346146
13639,203556.85518999223
16660,165328.52332783013
5848,128413.94908298379
5386,212951.22806372607
10880,311802.63303511037
3954,184151.65372706624
13426,241400.48627768471
5966,208966.98094466867
16315,293429.9434634484
7455,181960.1949238316
11071,234097.67011013775
14740,217909.5162801922
16087,180396.64277922004
8931,252761.8507277537
15289,197109.5325037795
16089,292493.89275544154
12128,191955.7855836126
4724,220423.08060243414
8585,204252.7899183927
7188,255045.38714129748
5423,185770.99209977835
10488,215795.93063772045
5980,217461.2851650481
8376,244042.42348493307
12397,130763.03250613871
16496,190842.86892500345
4891,276262.1250893513
9710,145873.861910088
6339,175910.72639226817
244,180532.75140256333
5002,222714.66920158154
5358,182143.51931875752
7636,160244.06973837552
9361,326290.0313333712
3601,134874.14731691402
15755,153360.5823000081
172,188331.64397955354
3037,340550.7930604733
577,286503.79020371364
3607,200858.73859342156
2515,127416.64332570958
10413,169279.54919911915
10511,245919.31170819604
4637,504759.60651306284
12736,305749.9464818273
9534,230306.77155756482
11641,179860.04827856983
10419,275097.74791790766
15313,219949.5739958539
14915,186513.57986892996
12409,422645.3970521982
9405,133539.98445910556
14066,228075.45967039146
14108,197585.6836742752
11931,230692.2767892662
11464,349808.7659731165
926,160373.93195819642
11190,225432.24145970203
10260,184723.78216782032
12712,190058.51686176113
1234,192663.12410416966
11608,113972.32015558914
3776,243577.75867550998
4881,184762.30744921765
10266,191216.16086413423
3262,244475.56440745044
3576,407688.1956928933
16604,421526.2915302446
8041,251862.441897779
10691,241716.09755849207
8357,178651.6064596585
11661,149711.12941610842
4453,239564.90617401776
15936,223929.87736274372
8463,289250.38275777025
15770,242127.3762677176
466,157123.88774969018
14965,104809.43772483377
11227,188841.81974198608
9894,287260.1932731169
11746,210993.1617911749
4118,127893.55090552442
756,364462.56964856957
15589,191006.77010992906
109,377948.56080365885
5778,247603.81391410896
1731,114551.3405466395
3450,160525.32831502077
2961,177748.75891123575
222,170129.89438045694
11454,399141.4357518781
7339,190945.14422832805
12096,98315.41943043857
14074,214721.0252817893
4058,190492.75489381768
6603,249473.13373167306
3289,116084.05831578748
16681,317760.05834749935
8200,355739.1325326033
3343,330460.84932716185
7802,167945.67222997683
2082,419691.46440677636
217,255824.9599363943
1720,171022.6458531967
7224,249314.25729491908
6176,128100.08922767574
12571,274586.6112018817
16666,350496.41254139814
8908,203760.91757938158
6914,165633.8508676111
5428,176034.40443522471
381,166112.19337782756
3991,205466.13365018362
16365,295696.11299235653
1046,218047.73808463893
391,150923.59319401777
9212,378268.14424509666
3022,187373.4322955768
9961,130218.86556659671
6764,321920.68514976365
7720,176126.18232070067
4809,187729.94335676488
8877,322261.795526609
7817,175400.91819274568
10614,115027.58514284313
5553,283107.027488496
16488,137959.69813334677
11002,163034.429400502
13592,379028.5591858466
15050,212907.48145391932
13553,275944.72313576686
9041,191221.48006766784
5461,433719.2961932793
16274,347566.5043666192
2138,141533.3280616863
6245,171019.66149837364
8245,188179.93677926503
6491,220437.40493025986
13218,199965.55707893538
13101,124362.71496282629
10462,130225.13886211153
4079,179935.17485513
1506,299298.4972260225
14107,125625.62750681158
12215,299421.75256938086
11576,382504.88735013374
10567,247756.02939124077
12713,228711.36804492443
1468,503180.5973619036
2549,268044.8908040693
4172,276789.8316543077
12380,239873.20359899907
3513,121344.47297359041
8165,202296.1184711563
1127,204724.51897549134
14601,417637.76901335374
15526,301451.6809572372
986,373538.584324638
14968,223402.89699413886
9348,214794.19059283676
6317,276586.76166783465
7497,108159.26172043862
5079,350666.591707289
528,172661.26686567353
10964,148307.43012871986
5812,299292.6010183067
11022,194897.6500836413
16251,126577.32343515771
5863,121850.29778549222
8664,216910.51438587013
5396,201268.67179011446
6917,243567.975038337
12776,129120.76133675611
473,230138.92302026352
13333,232702.99489564475
13023,204727.24712493035
7357,225805.87464805177
10955,484696.22288144426
11914,357632.9947827187
12535,185473.73096055374
11205,192544.80207922903
13209,190458.23363103092
16119,387972.323777502
2174,266508.01156909595
4834,212915.10440217552
10151,163363.93794432766
5584,215266.65358349006
6672,214513.66468071082
12858,299622.7870413319
5106,136461.93559068372
8884,179182.69495556364
13766,168488.9260876997
12556,114998.83507551369
12910,215161.9378406379
6258,127131.50726352089
7100,239483.7211620488
1793,198416.2124789506
3335,158960.70678820813
12835,165195.52537388995
10591,159114.7714662315
15707,223430.1989925018
16389,164900.9143458077
7440,359667.14854382904
6293,179734.06017573242
3937,180100.55401858708
16527,178370.55007503176
5102,239999.11218114695
10734,359908.85647949704
7986,157278.50933621102
6495,88199.17754833764
9571,249492.28502122575
5131,179470.16331980325
10761,432178.79948905343
143,395435.02867403073
13829,171520.6189752097
13662,265274.8731286158
1771,158728.42518419083
5448,205574.82017874264
8594,159573.61515027165
12038,338873.03126111417
16471,170327.5981231222
16764,131070.41352512455
1282,183108.77780400257
15101,241846.45307397956
9473,144987.19604915957
2324,392207.3199794357
14448,233066.31202582264
6000,84785.04960506961
2077,111419.58639355036
12960,260574.89376429762
15837,211119.01855814282
8805,241371.60413611165
9987,258082.571570296
1580,362492.04676654056
11089,125688.82143716337
10926,203423.07904972514
12773,433530.03416202986
6490,276929.1464283657
10858,124277.9528443716
2831,126229.7625982493
16326,146556.38283462523
371,185267.20570933796
8852,191917.27296161515
6713,274667.1909712037
4230,152510.854524854
3639,223316.6766121153
3642,192761.88621830326
5149,176320.61401754926
2861,202481.15273420163
13300,123296.30558781848
2807,277622.1259382545
5919,128645.04610377729
12716,531834.0827499556
4271,249983.7078945337
16055,287428.87052143464
3747,176027.75891342538
5857,264018.2087441231
6884,358151.98622097995
16027,326103.6804825921
3512,349359.07737672975
5181,154438.21437556477
16732,273535.4804464668
1908,186168.24277773354
12082,161795.344397889
7286,137454.03505613108
8216,149131.65213011997
6929,351864.56937260146
3950,423018.95261164376
12479,166720.39323534106
877,126887.9565182356
1366,194204.3642345219
384,131363.52490229884
5767,228787.1945292977
6910,154421.791454849
187,203625.65522948184
10164,354128.4068389067
8603,240782.81414967438
15834,166988.66909448546
3078,128729.23145110319
3479,265789.0085562141
6671,230624.15510399768
6078,194359.51378884213
16271,147045.73069223654
16191,167472.65554871387
11544,182595.27328766897
7781,188045.63806653535
14918,282036.4863009312
6238,200424.59073422026
12989,199610.52857694984
11907,231281.46466614355
9696,138392.50689694186
14084,354085.04493815586
3895,179251.525486598
4367,181065.35130834504
8453,86235.83265760618
7638,326980.5993190519
8373,253309.86069742212
4674,185880.67043504174
15787,149461.4027910379
5903,286085.1963300544
13679,209608.31672017765
9018,370103.5009195383
15823,273068.64081127726
13289,133995.60318558957
9896,188610.55209080724
14436,190279.66882508362
5547,248983.0346868026
4048,353735.7290993161
16579,195253.09459835288
8550,211741.48008616915
9385,321020.90993621096
5242,150387.07064638156
31,244003.6816153691
6144,281456.3715411617
3990,211849.0537579336
2523,113219.77322354456
12608,238076.83079022515
7234,183149.38237588422
15264,213580.5592137083
9623,203899.68918811757
3161,328569.31589506665
7425,108039.21516282155
13021,284768.58398416225
4044,161513.85935583973
15411,252223.40082582907
979,290161.84641174396
5514,253032.45625111644
4817,173420.34997474725
2115,193612.14358634665
10571,299584.5828994245
8992,216884.62526016627
15546,198537.29362542974
11359,117602.69084636413
11972,160587.8148142242
12838,182965.95146359992
5948,122011.94822305221
422,295151.25860197574
4855,161428.8918670052
16197,104280.68215540009
8926,394736.89321452647
5703,202812.35592333312
8848,214600.81302052678
7039,313284.8513597547
3806,144994.09500364691
15154,201418.09796420028
13132,193948.97492391279
7438,183652.90874308243
4398,241559.72890177477
2440,176314.78465825415
3751,148199.27863921277
1476,169663.96004851928
2264,326601.8400831517
16444,152927.38557801742
10704,171016.91523622064
4033,136812.75599170878
4508,119749.29445033055
16290,247745.08538073584
10387,190377.65196097284
5457,154809.218276171
4910,289064.70674239204
7451,193338.35815249628
10732,177921.76479622716
8015,116693.28237488479
6148,183628.37593100462
5892,226747.37205705018
7825,216604.05031968007
6851,245230.56127049576
6633,196922.2569006817
2139,262077.75926349594
10213,291148.58210467506
2830,212039.56715515486
13907,143666.30761945038
15897,416756.5447699336
8311,161346.5445229595
14230,236125.4385658859
3878,176523.70525901509
13732,169395.54450951147
12110,177572.23272818213
10675,380017.03042643523
12946,130345.92312816026
16754,216619.38475137146
4394,275374.90808194
16728,169485.76438285678
14378,315296.175486287
9949,175468.97131929034
994,184099.29014771248
13258,156134.34217223388
5883,407985.644357832
6933,379033.6338514552
13193,220541.06486511015
13286,184113.71976784323
13407,377570.17572972586
7512,133415.47615417733
7221,215274.23869601212
14428,135438.73188830097
1740,197261.146163651
3,139669.06512071102
12952,238214.08708201846
11537,144688.60946904638
2558,128131.44803000668
14081,277761.2355860136
3517,253589.3739574579
7149,218938.55437261407
15777,109078.85701068799
8995,246012.5704145627
826,363095.6966157762
509,311959.06754961907
14875,276385.112243663
6591,168486.43968997998
11283,97641.18070971595
9897,250719.39087134544
14902,179520.5423266134
14291,122934.52029682508
3162,242400.07359744664
4206,191106.97998535863
11580,206134.39043082026
2007,262643.3655669462
14939,367273.06800470134
13572,196878.05419025107
10720,144149.6432616613
4253,268156.44156801543
